show_id,show_date,year,venue,city,state,set,position,song,song_id,is_cover,original_artist,length_sec,show_gap,times_played,rarity_rating,crowd_rating,is_jamchart,is_recommended,jamchart_note,transition,is_segue,tags,footnote,show_notes,teases
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,13,So Ready,421,false,,,0,2,0,38,false,false,,",",false,closer,,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,14,Your Ocean,590,false,,,0,1,0,,false,false,,",",false,,First known version.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,15,I Shot The Sheriff,493,true,Bob Marley,,5,2,0,,false,false,,",",false,,Bob Marley.,,
1616037488,2015-04-18,2015,Tavern On Seven,Norwalk,CT,2,16,Mustang Sally,427,true,Wilson Pickett,,4,2,0,,false,false,,,false,closer|encore,Wilson Pickett.,,
1614304463,2015-05-02,2015,O'Neill's Irish Pub & Restaurant,Norwalk,CT,1,1,Your Ocean,590,false,,,0,2,0,,false,false,,",",false,,,,
1616037305,2015-06-17,2015,The Acoustic,Bridgeport,CT,1,1,Lead the Way,406,false,,,2,4,0,44,false,false,,",",false,opener,,This was an opening set for Pigeons Playing Ping Pong.,
1616037305,2015-06-17,2015,The Acoustic,Bridgeport,CT,1,2,Jive II,413,false,,,1,3,0,44,false,false,,",",false,opener,,,
1616037305,2015-06-17,2015,The Acoustic,Bridgeport,CT,1,3,Cantaloupe Island,444,true,Herbie Hancock,,2,2,0,,false,false,,",",false,,Herbie Hancock.,,
1616037305,2015-06-17,2015,The Acoustic,Bridgeport,CT,1,4,Jive I,411,false,,,2,6,0,,false,false,,",",false,,,,
1616037305,2015-06-17,2015,The Acoustic,Bridgeport,CT,1,5,Arcadia,403,false,,,2,6,0,67,false,false,,,false,closer,,,
1616037254,2015-08-18,2015,BRYAC Black Rock,Bridgeport,CT,1,1,Jive I,411,false,,,0,7,0,,false,false,,",",false,,Wiltonian Jive. With Rob Summerville on saxophone.,,
1743526614,2015-09-19,2015,O'Neill's Irish Pub & Restaurant,Norwalk,CT,1,1,One More Saturday Night,528,true,Grateful Dead,,8,2,10,,false,false,,",",false,closer|encore,Grateful Dead.,,
