strip,character,animation,classification,needs_art_reasons,classification_after_bg,after_bg_reasons,recovered_by_bg_removal,width,height,frame_count,expected_frames,color_count,semi_transparent_pixels,opaque_pixels_per_frame,opaque_coverage_pct,baseline_per_frame,interior_hole_pixels,interior_hole_total,edge_pixels_x0,edge_pixels_x63,background_pixels_per_frame,detached_islands,detached_island_detail,identical_frame_pairs,consecutive_frame_deltas
acrobat_batting_stance,acrobat,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,23,0,1721,42.02,62,3,3,0,0,0,0,,,
acrobat_celebrate,acrobat,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1459;1491,35.62;36.4,62;62,0;0,0,0;0,0;0,0;3,3,"f0:27px@34,3-47,4 f1:18px@14,3-22,4 f1:6px@37,3-42,3",,1317
acrobat_idle,acrobat,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1467;1395,35.82;34.06,62;62,0;0,0,0;0,0;0,0;0,0,,,754
acrobat_pitch,acrobat,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1687;1600;1552;1537,41.19;39.06;37.89;37.52,62;62;62;62,0;8;2;0,10,0;0;0;0,0;0;0;0,3;0;0;0,2,"f2:46px@54,28-62,37 f3:37px@3,28-7,37",,1218;1992;2018
acrobat_run,acrobat,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1531;1453;1413;1321,37.38;35.47;34.5;32.25,62;62;62;62,1;0;0;0,1,0;0;0;0,0;0;0;0,0;1;1;0,0,,,1192;1040;1162
acrobat_swing,acrobat,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,23,0,1703;1604;1816;1714,41.58;39.16;44.34;41.85,62;62;62;62,4;1;0;0,5,0;0;8;0,0;0;9;0,2;2;0;0,2,"f2:185px@0,28-19,38 f3:100px@4,30-13,41",,1963;1915;1818
alice_batting_stance,alice,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,20,0,1551,37.87,63,0,0,0,0,0,2,"f0:48px@22,0-33,3 f0:48px@36,0-47,3",,
alice_celebrate,alice,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,20,0,1499;1441,36.6;35.18,62;62,0;0,0,0;0,0;0,0;0,1,"f1:11px@4,16-5,22",,1752
alice_idle,alice,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,20,0,1399;1356,34.16;33.11,62;62,0;0,0,0;0,0;0,0;0,0,,,541
alice_pitch,alice,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1493;1380;1471;1455,36.45;33.69;35.91;35.52,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,2,"f2:68px@54,21-61,30 f3:10px@5,23-6,28",,1221;1586;2021
alice_run,alice,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1393;1316;1278;1357,34.01;32.13;31.2;33.13,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,0,,,848;790;899
alice_swing,alice,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1548;1435;1498;1394,37.79;35.03;36.57;34.03,63;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,3,"f0:48px@21,0-32,3 f0:48px@43,0-54,3 f3:50px@8,34-13,43",,1113;2069;2068
apollo_batting_stance,apollo,batting_stance,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (22 px),,64,64,1,1,7,0,28,0.68,62,0,0,0,0,6,0,,,
apollo_celebrate,apollo,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,19,0,0;1542,0.0;37.65,-1;62,0;0,0,0;0,0;0,0;95,0,,,1542
apollo_idle,apollo,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,20,0,0;1400,0.0;34.18,-1;62,0;0,0,0;0,0;0,0;79,0,,,1400
apollo_pitch,apollo,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,23,0,1544;1631;1440;1440,37.7;39.82;35.16;35.16,62;62;62;62,0;0;0;5,5,0;0;29;0,0;0;0;0,98;94;70;70,3,"f1:39px@59,34-62,47 f1:13px@61,54-62,62 f2:60px@55,24-62,32",,1968;1619;1750
apollo_run,apollo,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,1340;1406;1396;1251,32.71;34.33;34.08;30.54,62;62;62;62,19;0;10;0,29,0;0;0;0,0;0;0;0,47;70;76;59,2,"f1:58px@14,55-22,62 f2:60px@14,55-24,62",,1919;1092;1788
apollo_swing,apollo,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 1,2",NEEDS_ART,f1 still clipped after background; f2 still clipped after background,,256,64,4,4,18,0,1486;1532;1465;1492,36.28;37.4;35.77;36.43,62;62;62;62,0;0;0;0,0,0;8;13;0,0;11;7;0,76;111;102;104,4,"f0:5px@58,37-58,41 f1:4px@63,59-63,62 f2:15px@0,29-2,34 f3:73px@6,31-15,38",,1379;1417;2107
ares_batting_stance,ares,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,22,0,1194,29.15,62,3,3,0,0,1,2,"f0:23px@34,0-47,1 f0:19px@22,0-31,1",,
ares_celebrate,ares,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,24,0,1257;1318,30.69;32.18,62;62,1;0,1,0;0,0;0,1;0,1,"f1:59px@3,16-8,29",,1600
ares_idle,ares,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1120;1139,27.34;27.81,62;62,21;25,46,0;0,0;0,0;0,1,"f1:5px@4,44-4,48",,1593
ares_pitch,ares,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,25,0,1306;1349;1270;1118,31.88;32.93;31.01;27.29,62;62;62;62,1;0;0;0,1,0;0;3;0,0;0;0;0,0;1;0;1,1,"f2:76px@51,29-60,38",,992;1855;1706
ares_run,ares,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1207;1202;1114;1186,29.47;29.35;27.2;28.96,62;62;62;62,4;0;0;0,4,0;0;0;0,0;0;0;0,0;0;0;0,0,,,1030;985;811
ares_swing,ares,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1297;1202;1237;1218,31.67;29.35;30.2;29.74,62;62;62;62,2;2;0;0,4,0;0;0;0,0;0;0;0,0;0;1;0,0,,,1583;1239;1674
arsene_lupin_batting_stance,arsene_lupin,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,25,0,1217,29.71,63,0,0,0,0,10,2,"f0:28px@33,0-46,1 f0:22px@19,0-29,1",,
arsene_lupin_celebrate,arsene_lupin,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,24,0,1391;1258,33.96;30.71,62;62,2;0,2,0;0,0;0,9;12,3,"f0:26px@36,4-48,5 f0:4px@12,4-15,4 f1:20px@42,4-52,5",,865
arsene_lupin_idle,arsene_lupin,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1132;1083,27.64;26.44,62;62,0;0,0,0;0,0;0,7;12,0,,,425
arsene_lupin_pitch,arsene_lupin,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1274;1366;1322;1215,31.1;33.35;32.28;29.66,63;63;63;63,7;0;0;0,7,0;0;0;0,0;0;0;0,9;18;8;6,10,"f0:39px@37,0-49,2 f0:36px@15,0-26,2 f1:42px@31,0-44,2 f1:33px@10,0-20,2 f2:38px@55,33-59,42 f2:36px@27,0-38,2 f2:26px@8,0-16,2 f3:42px@43,0-56,2 f3:38px@6,33-10,42 f3:26px@26,0-34,2",,984;1559;1788
arsene_lupin_run,arsene_lupin,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1433;1336;1245;1223,34.99;32.62;30.4;29.86,63;63;63;63,1;0;8;0,9,0;0;0;0,0;0;0;0,7;10;6;8,8,"f0:52px@36,0-48,3 f0:47px@17,0-28,3 f1:52px@36,0-48,3 f1:26px@15,0-23,3 f2:52px@33,0-45,3 f2:26px@11,0-19,3 f3:52px@28,0-40,3 f3:5px@12,0-16,0",,949;929;825
arsene_lupin_swing,arsene_lupin,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,25,0,1376;1237;1212;1187,33.59;30.2;29.59;28.98,63;62;62;62,0;1;1;0,2,0;0;9;0,0;0;8;0,3;11;12;7,4,"f0:59px@19,0-30,4 f0:59px@37,0-48,4 f2:38px@0,36-4,44 f3:75px@6,37-14,45",,1783;1171;1768
athena_batting_stance,athena,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,18,0,1636,39.94,62,0,0,0,0,42,0,,,
athena_celebrate,athena,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,22,0,1602;1495,39.11;36.5,62;62,0;0,0,0;0,0;0,53;43,1,"f0:17px@33,3-42,4",,840
athena_idle,athena,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,20,0,1483;1492,36.21;36.43,62;62,0;0,0,0;0,0;0,26;30,1,"f1:6px@4,28-4,33",,1685
athena_pitch,athena,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1810;1811;1648;1624,44.19;44.21;40.23;39.65,62;62;62;62,2;0;0;0,2,0;0;0;0,0;0;0;0,47;47;44;41,2,"f2:34px@58,29-61,38 f3:52px@2,29-7,38",,1668;1615;1455
athena_run,athena,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1672;1507;1588;1673,40.82;36.79;38.77;40.84,62;62;62;62,0;0;0;15,15,0;0;0;0,0;0;0;0,41;56;36;33,1,"f2:17px@59,51-61,58",,1097;1431;1343
athena_swing,athena,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,20,0,1743;1579;1721;1644,42.55;38.55;42.02;40.14,62;62;62;62,0;1;0;0,1,0;0;9;0,0;0;9;0,69;63;63;40,2,"f2:65px@0,41-7,49 f3:82px@4,33-13,42",,1604;870;1793
bearded_lady_batting_stance,bearded_lady,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,18,0,1482,36.18,63,0,0,0,0,0,2,"f0:6px@32,0-37,0 f0:4px@39,0-42,0",,
bearded_lady_celebrate,bearded_lady,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,17,0,1418;1354,34.62;33.06,62;62,5;13,18,0;0,0;0,0;0,0,,,1331
bearded_lady_idle,bearded_lady,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,16,0,1504;1498,36.72;36.57,62;62,4;3,7,0;0,0;0,0;0,1,"f1:52px@2,27-6,42",,1465
bearded_lady_pitch,bearded_lady,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1502;1339;1352;1346,36.67;32.69;33.01;32.86,63;63;63;63,1;5;0;1,7,0;0;0;0,0;0;0;0,0;0;0;0,10,"f0:59px@14,0-28,3 f0:59px@38,0-52,3 f1:59px@33,0-47,3 f1:42px@9,0-19,3 f2:62px@24,0-39,3 f2:47px@57,33-62,41 f2:43px@1,0-11,3 f3:59px@40,0-54,3 f3:43px@15,0-25,3 f3:20px@4,34-6,41",,1478;1716;1867
bearded_lady_run,bearded_lady,run,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,19,0,1274;1354;1421;1389,31.1;33.06;34.69;33.91,62;62;62;62,0;3;1;0,4,0;0;6;0,0;0;10;0,0;0;0;0,8,"f0:14px@35,4-48,4 f0:11px@13,4-23,4 f1:24px@22,1-34,2 f2:40px@59,53-63,62 f2:26px@27,3-40,4 f2:24px@4,3-15,4 f3:28px@34,3-48,4 f3:21px@12,3-22,4",,1393;1508;1623
bearded_lady_swing,bearded_lady,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,1460;1437;1387;1365,35.64;35.08;33.86;33.33,63;62;62;62,0;1;0;4,5,0;0;0;0,0;0;0;0,0;0;0;0,4,"f0:28px@40,0-54,1 f0:27px@17,0-30,1 f2:10px@61,15-62,20 f3:39px@6,48-10,56",,1522;1731;1715
black_cat_batting_stance,black_cat,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,23,0,1405,34.3,62,3,3,0,0,0,0,,,
black_cat_celebrate,black_cat,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,23,0,0;1084,0.0;26.46,-1;62,0;0,0,0;0,0;0,0;0,0,,,1084
black_cat_idle,black_cat,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,22,0,0;1124,0.0;27.44,-1;62,0;0,0,0;0,0;0,0;0,0,,,1124
black_cat_pitch,black_cat,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,24,0,1305;1359;1247;1306,31.86;33.18;30.44;31.88,62;62;62;62,0;0;0;0,0,0;0;7;0,0;0;8;0,0;0;0;0,4,"f1:5px@60,55-60,59 f2:19px@61,25-63,32 f2:4px@56,31-59,31 f3:80px@4,24-11,34",,1611;1442;1996
black_cat_run,black_cat,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1293;1374;1335;1249,31.57;33.54;32.59;30.49,62;62;62;62,0;11;5;0,16,0;0;0;0,0;0;0;0,0;0;0;0,0,,,1078;1104;1043
black_cat_swing,black_cat,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1394;1300;1362;1335,34.03;31.74;33.25;32.59,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,1,"f3:44px@4,34-8,43",,1410;1993;2136
centaur_batting_stance,centaur,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,19,0,1183,28.88,62,0,0,0,0,0,0,,,
centaur_celebrate,centaur,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,18,0,1217;1183,29.71;28.88,62;62,0;0,0,0;0,0;0,0;0,0,,,867
centaur_idle,centaur,idle,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,19,0,1105;1132,26.98;27.64,62;62,0;0,0,0;5,0;3,0;0,1,"f1:8px@0,39-1,43",,1366
centaur_pitch,centaur,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,21,0,1070;1134;1138;1019,26.12;27.69;27.78;24.88,62;62;62;62,0;0;0;0,0,0;0;14;0,0;0;0;0,0;0;0;0,12,"f0:10px@41,0-50,0 f0:9px@21,0-29,0 f1:10px@29,0-38,0 f1:9px@9,0-17,0 f1:9px@59,31-60,36 f2:78px@54,36-62,45 f2:10px@29,1-38,1 f2:7px@6,1-12,1 f2:5px@47,38-51,38 f2:5px@47,42-51,42 f3:9px@19,1-27,1 f3:9px@40,1-48,1",,1117;1550;1555
centaur_run,centaur,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,989;983;968;931,24.15;24.0;23.63;22.73,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,1,"f1:8px@2,42-3,46",,1169;1208;790
centaur_swing,centaur,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,20,0,1188;1100;1118;1121,29.0;26.86;27.29;27.37,62;62;62;62,0;0;0;0,0,0;0;9;0,0;0;9;0,0;0;0;0,2,"f2:55px@0,40-6,48 f3:20px@8,36-10,44",,1510;1043;1558
chupacabra_batting_stance,chupacabra,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,22,0,1384,33.79,62,0,0,0,0,0,0,,,
chupacabra_celebrate,chupacabra,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,24,0,0;1535,0.0;37.48,-1;62,0;5,5,0;0,0;0,0;4,0,,,1535
chupacabra_idle,chupacabra,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,23,0,0;1569,0.0;38.31,-1;62,0;23,23,0;0,0;0,0;1,0,,,1569
chupacabra_pitch,chupacabra,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,24,0,1464;1287;1369;1178,35.74;31.42;33.42;28.76,62;62;62;62,0;0;0;0,0,0;0;8;0,0;0;5;0,1;0;0;0,2,"f1:4px@60,59-60,62 f2:90px@54,29-63,39",,1776;1541;1621
chupacabra_run,chupacabra,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1191;1178;1214;1199,29.08;28.76;29.64;29.27,62;62;62;62,1;0;0;0,1,0;0;0;0,0;0;0;0,1;1;0;0,0,,,994;799;884
chupacabra_swing,chupacabra,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,25,0,1377;1310;1271;1344,33.62;31.98;31.03;32.81,62;62;62;62,0;0;0;0,0,0;0;8;0,0;0;10;0,2;0;0;0,2,"f2:22px@0,46-2,53 f3:57px@3,39-9,48",,1788;1488;1615
cowardly_lion_batting_stance,cowardly_lion,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,21,0,1537,37.52,63,14,14,0,0,29,2,"f0:28px@35,0-48,1 f0:27px@20,0-33,1",,
cowardly_lion_celebrate,cowardly_lion,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,19,0,1329;1306,32.45;31.88,62;62,0;0,0,0;0,0;0,33;35,0,,,894
cowardly_lion_idle,cowardly_lion,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,19,0,1723;1628,42.07;39.75,62;62,0;1,1,0;0,0;0,19;26,0,,,740
cowardly_lion_pitch,cowardly_lion,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,22,0,1675;1653;1508;1426,40.89;40.36;36.82;34.81,63;63;63;63,5;0;0;0,5,0;0;6;0,0;0;9;0,31;40;55;43,11,"f0:66px@16,0-30,4 f0:63px@42,0-54,4 f1:68px@39,0-52,4 f1:60px@16,0-29,4 f2:85px@55,30-63,40 f2:68px@32,0-45,4 f2:62px@8,0-23,4 f3:74px@52,34-60,43 f3:64px@42,0-54,4 f3:60px@18,0-32,4 f3:8px@2,33-3,37",,1329;2208;1511
cowardly_lion_run,cowardly_lion,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1412;1530;1370;1516,34.47;37.35;33.45;37.01,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,45;44;39;25,8,"f0:13px@35,2-47,2 f0:11px@15,2-25,2 f1:13px@36,1-48,1 f1:12px@12,1-23,1 f2:13px@29,1-41,1 f2:7px@8,1-14,1 f3:13px@29,0-41,0 f3:6px@10,0-15,0",,1040;1317;1224
cowardly_lion_swing,cowardly_lion,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,21,0,1662;1341;1425;1449,40.58;32.74;34.79;35.38,63;62;62;62,7;1;0;0,8,0;0;9;0,0;0;10;0,37;41;25;12,4,"f0:71px@42,0-56,4 f0:65px@20,0-33,4 f2:100px@0,39-10,48 f3:114px@6,43-17,52",,1705;1249;1777
cupid_batting_stance,cupid,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,23,0,1537,37.52,62,2,2,0,0,53,0,,,
cupid_celebrate,cupid,celebrate,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,25,0,1593;1644,38.89;40.14,62;62,1;3,4,0;6,0;28,46;85,1,"f1:6px@0,30-0,35",,1874
cupid_idle,cupid,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,25,0,1487;1476,36.3;36.04,62;62,9;6,15,0;0,0;0,83;78,0,,,402
cupid_pitch,cupid,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1464;1415;1415;1354,35.74;34.55;34.55;33.06,63;63;63;63,1;0;0;1,2,0;0;0;0,0;0;0;0,56;67;53;80,5,"f0:21px@35,60-42,63 f1:26px@33,59-40,63 f2:92px@48,14-58,24 f2:26px@31,59-38,63 f3:34px@33,59-45,63",,1278;1260;1589
cupid_run,cupid,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1542;1457;1328;1370,37.65;35.57;32.42;33.45,63;63;62;62,4;1;6;2,13,0;0;0;0,0;0;0;0,66;78;66;83,3,"f0:69px@16,55-24,63 f0:59px@30,57-47,63 f1:22px@39,60-46,63",,1026;1806;1142
cupid_swing,cupid,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1568;1548;1498;1438,38.28;37.79;36.57;35.11,63;63;63;62,0;0;0;0,0,0;0;0;0,0;0;0;0,102;93;82;64,4,"f0:15px@36,61-41,63 f1:22px@37,60-44,63 f2:14px@30,61-35,63 f3:96px@6,28-16,38",,1444;2010;2195
cyclops_batting_stance,cyclops,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,17,0,1695,41.38,62,0,0,0,0,1,0,,,
cyclops_celebrate,cyclops,celebrate,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,21,0,1931;1932,47.14;47.17,62;62,0;4,4,0;16,0;31,0;1,1,"f1:77px@0,21-6,36",,1808
cyclops_idle,cyclops,idle,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,17,0,1978;1990,48.29;48.58,62;62,0;0,0,0;21,0;21,0;0,1,"f1:67px@0,11-4,31",,1888
cyclops_pitch,cyclops,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1920;1667;1601;1517,46.88;40.7;39.09;37.04,62;62;62;62,15;1;2;1,19,0;0;0;0,0;0;0;0,1;1;0;0,4,"f2:16px@54,23-61,29 f2:5px@54,27-58,27 f2:4px@56,31-59,31 f3:112px@4,22-15,33",,1525;1629;1593
cyclops_run,cyclops,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,19,0,1919;1845;1816;1759,46.85;45.04;44.34;42.94,63;62;63;62,16;31;24;17,88,0;0;0;0,0;0;0;0,0;0;0;0,3,"f0:97px@24,56-38,63 f1:88px@46,55-58,62 f2:4px@3,60-3,63",,1154;1442;1947
cyclops_swing,cyclops,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,1776;1629;1589;1789,43.36;39.77;38.79;43.68,62;62;62;62,3;0;0;0,3,0;0;0;0,0;0;0;0,0;2;1;0,1,"f3:182px@5,31-19,45",,1367;1954;2270
dionysus_batting_stance,dionysus,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,21,0,1646,40.19,62,0,0,0,0,0,0,,,
dionysus_celebrate,dionysus,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,21,0,0;1875,0.0;45.78,-1;62,0;0,0,0;0,0;0,0;0,1,"f1:9px@55,13-58,16",,1875
dionysus_idle,dionysus,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,21,0,0;1774,0.0;43.31,-1;62,0;0,0,0;0,0;0,0;1,0,,,1774
dionysus_pitch,dionysus,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,22,0,1747;1663;1631;1625,42.65;40.6;39.82;39.67,63;63;63;63,2;0;1;0,3,0;0;5;0,0;0;0;0,0;2;0;2,8,"f0:112px@25,58-49,63 f1:119px@22,58-47,63 f2:122px@16,58-41,63 f2:36px@59,11-62,20 f2:6px@51,13-56,13 f2:4px@53,17-56,17 f3:109px@25,58-49,63 f3:61px@4,11-10,20",,1277;1968;2311
dionysus_run,dionysus,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1565;1460;1434;1475,38.21;35.64;35.01;36.01,62;63;63;62,1;0;0;0,1,0;0;0;0,0;0;0;0,1;0;0;1,7,"f1:25px@37,62-50,63 f1:12px@49,54-52,58 f1:10px@33,57-36,60 f1:8px@42,55-43,58 f1:8px@55,60-58,63 f1:5px@27,62-29,63 f2:10px@26,62-31,63",,2051;1059;1943
dionysus_swing,dionysus,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1648;1647;1649;1487,40.23;40.21;40.26;36.3,63;63;62;63,0;5;0;0,5,0;0;0;0,0;0;0;0,1;0;1;0,6,"f0:101px@20,58-45,63 f1:105px@24,58-48,63 f2:64px@14,59-36,62 f2:32px@58,23-61,33 f3:65px@6,24-12,34 f3:16px@40,61-48,63",,1430;2329;2328
dorothy_batting_stance,dorothy,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,24,0,1629,39.77,63,0,0,0,0,0,2,"f0:11px@35,0-45,0 f0:10px@21,0-30,0",,
dorothy_celebrate,dorothy,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,24,0,1760;1653,42.97;40.36,62;62,0;0,0,0;0,0;0,0;0,0,,,1710
dorothy_idle,dorothy,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1758;1772,42.92;43.26,62;62,0;0,0,0;0,0;0,0;0,0,,,592
dorothy_pitch,dorothy,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1626;1313;1502;1485,39.7;32.06;36.67;36.25,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,2,"f2:35px@57,21-61,30 f3:39px@2,21-6,30",,1297;1732;2203
dorothy_run,dorothy,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1444;1444;1430;1453,35.25;35.25;34.91;35.47,62;62;62;62,0;0;1;0,1,0;0;0;0,0;0;0;0,0;0;0;0,1,"f1:39px@10,58-21,62",,1508;1377;1119
dorothy_swing,dorothy,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,24,0,1694;1619;1656;1580,41.36;39.53;40.43;38.57,62;62;62;62,0;1;0;0,1,0;0;8;0,0;0;20;0,0;0;0;0,4,"f2:60px@57,26-63,35 f2:50px@0,31-6,38 f3:48px@4,39-9,48 f3:20px@4,27-6,34",,1914;1617;2313
dracula_batting_stance,dracula,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,22,0,1756,42.87,62,0,0,0,0,0,0,,,
dracula_celebrate,dracula,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,22,0,1998;1821,48.78;44.46,62;62,0;0,0,0;0,0;0,0;0,0,,,1718
dracula_idle,dracula,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1568;1604,38.28;39.16,62;62,0;0,0,0;0,0;0,0;0,0,,,1344
